title,price,rating,availability,category,image_url,book_url
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Three,In Stock,Books,https://books.toscrape.com/media/cache/38/c3/38c342d52a30a8eb38b34668e9777222.jpg,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Three,In Stock,Books,https://books.toscrape.com/media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,One,In Stock,Books,https://books.toscrape.com/media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Barefoot Contessa Back to Basics,28.01,One,In Stock,Books,https://books.toscrape.com/media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Five,In Stock,Books,https://books.toscrape.com/media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
My Kitchen Year: 136 Recipes That Saved My Life,11.53,Two,In Stock,Books,https://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Everyday Italian: 125 Simple and Delicious Recipes,20.1,Five,In Stock,Books,https://books.toscrape.com/media/cache/4e/eb/4eebc29c9f3885800e6ae2c62c836145.jpg,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,One,In Stock,Books,https://books.toscrape.com/media/cache/f4/9c/f49c0d70aedc01b5eb0988d35c77550c.jpg,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Cravings: Recipes for What You Want to Eat,20.5,Three,In Stock,Books,https://books.toscrape.com/media/cache/7d/b4/7db4a7faaa0ea5134cabbb517bdd6cc7.jpg,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Four,In Stock,Books,https://books.toscrape.com/media/cache/c1/87/c187a9eb27d932f862ac06beec15c24c.jpg,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
32 Yolks,53.63,Two,In Stock,Books,https://books.toscrape.com/media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Five,In Stock,Books,https://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Redeeming Love,20.47,Five,In Stock,Books,https://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Close to You,49.46,Four,In Stock,Books,https://books.toscrape.com/media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg,https://books.toscrape.com/catalogue/close-to-you_798/index.html
Shadows of the Past (Logan Point #1),39.67,Five,In Stock,Books,https://books.toscrape.com/media/cache/61/3a/613ac19c2232f1d9adc5943291a5e860.jpg,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Like Never Before (Walker Family #2),28.77,Two,In Stock,Books,https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Counted With the Stars (Out from Egypt #1),17.97,Five,In Stock,Books,https://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
If I Run (If I Run #1),49.97,Four,In Stock,Books,https://books.toscrape.com/media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
The Dirty Little Secrets of Getting Your Dream Job,33.34,Four,In Stock,Books,https://books.toscrape.com/media/cache/e1/1b/e11bea016d0ae1d7e2dd46fb3cb870b7.jpg,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,Five,In Stock,Books,https://books.toscrape.com/media/cache/0f/76/0f76b00ea914ced1822d8ac3480c485f.jpg,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Three,In Stock,Books,https://books.toscrape.com/media/cache/50/4b/504b1891508614ff9393563f69d66c95.jpg,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Shoe Dog: A Memoir by the Creator of NIKE,23.99,Two,In Stock,Books,https://books.toscrape.com/media/cache/fc/21/fc21d144c7289e5b1cb133e01a925126.jpg,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
Made to Stick: Why Some Ideas Survive and Others Die,38.85,Five,In Stock,Books,https://books.toscrape.com/media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,One,In Stock,Books,https://books.toscrape.com/media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
The Art of Startup Fundraising,21.0,Three,In Stock,Books,https://books.toscrape.com/media/cache/67/e8/67e81a7a82578a919a48816330836090.jpg,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Born for This: How to Find the Work You Were Meant to Do,21.59,Five,In Stock,Books,https://books.toscrape.com/media/cache/9f/e7/9fe7f6432f216b166cb36f16130f20f6.jpg,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,One,In Stock,Books,https://books.toscrape.com/media/cache/a5/7e/a57ef7bdbaf704fca07ab6dd125b54f9.jpg,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"Rich Dad, Poor Dad",51.74,One,In Stock,Books,https://books.toscrape.com/media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Three,In Stock,Books,https://books.toscrape.com/media/cache/52/6e/526e9f360da288db64ca70c89cdbcaa9.jpg,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
Rework,44.88,Two,In Stock,Books,https://books.toscrape.com/media/cache/12/23/12233a9d0bf8187a988c27c6a54b3d31.jpg,https://books.toscrape.com/catalogue/rework_212/index.html
Louisa: The Extraordinary Life of Mrs. Adams,16.85,Two,In Stock,Books,https://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Two,In Stock,Books,https://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,One,In Stock,Books,https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
Benjamin Franklin: An American Life,48.19,Three,In Stock,Books,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Three,In Stock,Books,https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
In Her Wake,12.84,One,In Stock,Books,https://books.toscrape.com/media/cache/27/92/2792ef951651ff1eae40a410cac41e0f.jpg,https://books.toscrape.com/catalogue/in-her-wake_980/index.html
The Elephant Tree,23.82,Five,In Stock,Books,https://books.toscrape.com/media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
Behind Closed Doors,52.22,Four,In Stock,Books,https://books.toscrape.com/media/cache/a5/85/a58571db229f2e8f75ea38861eca7f39.jpg,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
You (You #1),43.61,Five,In Stock,Books,https://books.toscrape.com/media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg,https://books.toscrape.com/catalogue/you-you-1_784/index.html
The Guilty (Will Robie #4),13.82,Two,In Stock,Books,https://books.toscrape.com/media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The 14th Colony (Cotton Malone #11),39.24,One,In Stock,Books,https://books.toscrape.com/media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
Give It Back,18.32,Two,In Stock,Books,https://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg,https://books.toscrape.com/catalogue/give-it-back_430/index.html
Killing Floor (Jack Reacher #1),31.49,Four,In Stock,Books,https://books.toscrape.com/media/cache/b1/5b/b15b4c864b762133cdaf69b58ba55d76.jpg,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Three,In Stock,Books,https://books.toscrape.com/media/cache/8d/1f/8d1f11673fbe46f47f27b9a4c8efbf8a.jpg,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
Far From True (Promise Falls Trilogy #2),34.93,Two,In Stock,Books,https://books.toscrape.com/media/cache/9c/aa/9caacda3ff43984447ee22712e7e9ca9.jpg,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
The Travelers,15.77,One,In Stock,Books,https://books.toscrape.com/media/cache/42/a3/42a345bdcb3e13d5922ff79cd1c07d0e.jpg,https://books.toscrape.com/catalogue/the-travelers_285/index.html
When We Collided,31.77,One,In Stock,Books,https://books.toscrape.com/media/cache/17/db/17db3de71e8217d4277a9328b04f56cf.jpg,https://books.toscrape.com/catalogue/when-we-collided_955/index.html
Someone Like You (The Harrisons #2),52.79,Five,In Stock,Books,https://books.toscrape.com/media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
We Are All Completely Beside Ourselves,24.04,One,In Stock,Books,https://books.toscrape.com/media/cache/8d/95/8d95f4fd1ea785555a28d6371444ce6d.jpg,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
The Four Agreements: A Practical Guide to Personal Freedom,17.66,Five,In Stock,Books,https://books.toscrape.com/media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,Five,In Stock,Books,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
Chasing Heaven: What Dying Taught Me About Living,37.8,Two,In Stock,Books,https://books.toscrape.com/media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,One,In Stock,Books,https://books.toscrape.com/media/cache/91/1a/911a12f954fc65fc4cc0e8a8f8b30750.jpg,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Two,In Stock,Books,https://books.toscrape.com/media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
A New Earth: Awakening to Your Life's Purpose,55.65,Five,In Stock,Books,https://books.toscrape.com/media/cache/13/1b/131bca3895aa2892f400020cd939cd42.jpg,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
Logan Kade (Fallen Crest High #5.5),13.12,Two,In Stock,Books,https://books.toscrape.com/media/cache/2b/44/2b4404e00c242bf1b8263bdd99c07354.jpg,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,One,In Stock,Books,https://books.toscrape.com/media/cache/49/e1/49e1f207b2149e34390a2c6aa7cfc113.jpg,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
How to Be Miserable: 40 Strategies You Already Use,46.03,One,In Stock,Books,https://books.toscrape.com/media/cache/b0/9d/b09d7cb6aa8ae112dd457e588762d293.jpg,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Three,In Stock,Books,https://books.toscrape.com/media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,Three,In Stock,Books,https://books.toscrape.com/media/cache/73/7e/737e4921bc14d72245aad1f21d7a3eef.jpg,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
How to Stop Worrying and Start Living,46.49,Five,In Stock,Books,https://books.toscrape.com/media/cache/64/0c/640cfc86cd3943cef402dc6082497eec.jpg,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
All the Light We Cannot See,29.87,Five,In Stock,Books,https://books.toscrape.com/media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
The Girl You Left Behind (The Girl You Left Behind #1),15.79,One,In Stock,Books,https://books.toscrape.com/media/cache/6d/72/6d72120f94d38e356612c8a78e82a53d.jpg,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,Five,In Stock,Books,https://books.toscrape.com/media/cache/e4/f8/e4f8c1c5954e09cb6c485d9db824eeb1.jpg,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
Crazy Love: Overwhelmed by a Relentless God,47.72,Two,In Stock,Books,https://books.toscrape.com/media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,One,In Stock,Books,https://books.toscrape.com/media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Silence in the Dark (Logan Point #4),58.33,Three,In Stock,Books,https://books.toscrape.com/media/cache/00/bf/00bf1ae17dde21c66e346dd9c393d6fa.jpg,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
The Grownup,35.88,One,In Stock,Books,https://books.toscrape.com/media/cache/7e/cc/7ecc23cfaa84fb015a5333f2a5d97f23.jpg,https://books.toscrape.com/catalogue/the-grownup_546/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Five,In Stock,Books,https://books.toscrape.com/media/cache/59/13/5913f74507084d0cd47e2b73fd806f9e.jpg,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,Three,In Stock,Books,https://books.toscrape.com/media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
"Eat Fat, Get Thin",54.07,Two,In Stock,Books,https://books.toscrape.com/media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Five,In Stock,Books,https://books.toscrape.com/media/cache/79/84/7984ef7c568a60372f430c1ddae64034.jpg,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
The Art and Science of Low Carbohydrate Living,52.98,Five,In Stock,Books,https://books.toscrape.com/media/cache/82/f3/82f3b865f19faad855ec359f86415f79.jpg,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
Libertarianism for Beginners,51.33,Two,In Stock,Books,https://books.toscrape.com/media/cache/91/a4/91a46253e165d144ef5938f2d456b88f.jpg,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Four,In Stock,Books,https://books.toscrape.com/media/cache/cd/64/cd64ccda3382d62fea8167eaadd6c9a0.jpg,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,One,In Stock,Books,https://books.toscrape.com/media/cache/a6/3b/a63b2576d798c2041c602561499a26aa.jpg,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Amid the Chaos,36.58,One,In Stock,Books,https://books.toscrape.com/media/cache/8a/94/8a94b2ba501119af0d3520b94daf8c20.jpg,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Dark Notes,19.19,Five,In Stock,Books,https://books.toscrape.com/media/cache/1c/88/1c8807c42be085f3b061fe63f62a3c39.jpg,https://books.toscrape.com/catalogue/dark-notes_800/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,One,In Stock,Books,https://books.toscrape.com/media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
